Effective area (cm^2) for 13 shell HERO module vs. E (keV) and off-axis angle (arcmin=am) 
    E      0 am    1 am    2 am    3 am    4 am    5 am    6 am    7 am    8 am    9 am   10 am   11 am   12 am 
  29.00   11.54   10.09    8.56    6.79    4.91    3.57    2.79    2.27    1.86    1.54    1.27    1.05    0.86 
  29.25   11.55   10.09    8.56    6.74    4.86    3.54    2.77    2.25    1.85    1.53    1.26    1.05    0.85 
  29.50   11.55   10.09    8.55    6.68    4.80    3.50    2.75    2.23    1.83    1.52    1.26    1.04    0.85 
  29.75   11.55   10.09    8.54    6.63    4.75    3.46    2.72    2.22    1.82    1.51    1.25    1.04    0.85 
  30.00   11.55   10.09    8.52    6.57    4.69    3.43    2.70    2.20    1.80    1.50    1.24    1.03    0.85 
  30.25   11.55   10.09    8.51    6.51    4.63    3.39    2.67    2.18    1.79    1.49    1.24    1.03    0.84 
  30.50   11.54   10.08    8.49    6.44    4.57    3.35    2.64    2.16    1.78    1.48    1.23    1.02    0.84 
  30.75   11.54   10.08    8.47    6.38    4.51    3.32    2.62    2.14    1.76    1.46    1.22    1.01    0.84 
  31.00   11.54   10.08    8.44    6.31    4.45    3.28    2.59    2.13    1.75    1.45    1.21    1.01    0.83 
  31.25   11.54   10.07    8.41    6.24    4.38    3.24    2.57    2.11    1.73    1.44    1.20    1.00    0.83 
  31.50   11.54   10.07    8.36    6.17    4.32    3.20    2.54    2.09    1.72    1.43    1.19    0.99    0.82 
  31.75   11.54   10.06    8.31    6.09    4.26    3.16    2.51    2.06    1.70    1.41    1.18    0.98    0.81 
  32.00   11.53   10.05    8.25    6.01    4.20    3.12    2.48    2.04    1.68    1.40    1.17    0.97    0.81 
  32.25   11.53   10.05    8.18    5.94    4.14    3.08    2.45    2.02    1.67    1.39    1.16    0.97    0.80 
  32.50   11.53   10.04    8.11    5.86    4.07    3.04    2.42    2.00    1.65    1.37    1.14    0.96    0.79 
  32.75   11.52   10.03    8.03    5.78    4.01    3.00    2.39    1.97    1.64    1.36    1.13    0.95    0.79 
  33.00   11.52   10.02    7.96    5.71    3.95    2.96    2.36    1.95    1.62    1.35    1.12    0.94    0.78 
  33.25   11.51   10.01    7.88    5.63    3.90    2.92    2.33    1.92    1.60    1.33    1.11    0.93    0.77 
  33.50   11.51   10.00    7.81    5.55    3.84    2.88    2.30    1.90    1.58    1.32    1.10    0.92    0.76 
  33.75   11.50    9.98    7.73    5.47    3.78    2.84    2.27    1.87    1.56    1.31    1.08    0.91    0.75 
  34.00   11.50    9.97    7.65    5.39    3.72    2.80    2.24    1.85    1.54    1.29    1.07    0.90    0.75 
  34.25   11.49    9.95    7.57    5.31    3.66    2.76    2.20    1.82    1.52    1.28    1.06    0.89    0.74 
  34.50   11.48    9.93    7.48    5.22    3.60    2.71    2.17    1.80    1.50    1.26    1.05    0.88    0.73 
  34.75   11.47    9.90    7.39    5.14    3.54    2.67    2.14    1.77    1.48    1.25    1.03    0.87    0.72 
  35.00   11.47    9.88    7.29    5.06    3.48    2.63    2.11    1.74    1.46    1.23    1.02    0.86    0.71 
  35.25   11.46    9.84    7.19    4.97    3.42    2.59    2.07    1.72    1.44    1.21    1.01    0.85    0.70 
  35.50   11.45    9.80    7.10    4.88    3.36    2.55    2.04    1.69    1.41    1.19    1.00    0.83    0.69 
  35.75   11.43    9.75    6.99    4.79    3.30    2.51    2.01    1.66    1.39    1.17    0.98    0.82    0.68 
  36.00   11.42    9.68    6.89    4.70    3.24    2.47    1.98    1.64    1.37    1.16    0.97    0.81    0.67 
  36.25   11.41    9.61    6.79    4.62    3.18    2.43    1.94    1.61    1.35    1.14    0.95    0.80    0.66 
  36.50   11.39    9.52    6.69    4.53    3.12    2.39    1.91    1.58    1.33    1.12    0.94    0.79    0.65 
  36.75   11.38    9.42    6.58    4.44    3.06    2.35    1.88    1.55    1.30    1.10    0.92    0.78    0.64 
  37.00   11.36    9.31    6.48    4.35    3.00    2.31    1.84    1.52    1.28    1.08    0.91    0.77    0.63 
  37.25   11.34    9.20    6.38    4.27    2.94    2.27    1.81    1.50    1.26    1.06    0.89    0.75    0.62 
  37.50   11.32    9.11    6.28    4.19    2.89    2.23    1.78    1.47    1.23    1.04    0.87    0.74    0.60 
  37.75   11.30    9.01    6.19    4.11    2.83    2.18    1.75    1.44    1.21    1.02    0.86    0.73    0.59 
  38.00   11.27    8.91    6.09    4.02    2.77    2.14    1.71    1.41    1.19    1.00    0.84    0.71    0.58 
  38.25   11.24    8.81    5.99    3.94    2.72    2.10    1.68    1.39    1.16    0.98    0.82    0.70    0.57 
  38.50   11.21    8.70    5.89    3.86    2.67    2.06    1.65    1.36    1.14    0.96    0.80    0.69    0.56 
  38.75   11.17    8.57    5.78    3.78    2.61    2.02    1.61    1.33    1.12    0.94    0.79    0.67    0.55 
  39.00   11.13    8.44    5.67    3.69    2.56    1.97    1.58    1.31    1.10    0.92    0.77    0.66    0.54 
  39.25   11.08    8.31    5.56    3.61    2.50    1.93    1.55    1.28    1.07    0.90    0.75    0.64    0.53 
  39.50   11.02    8.18    5.45    3.53    2.45    1.89    1.52    1.25    1.05    0.88    0.73    0.63    0.52 
  39.75   10.95    8.05    5.34    3.45    2.40    1.85    1.48    1.22    1.03    0.86    0.72    0.61    0.50 
  40.00   10.87    7.91    5.23    3.37    2.34    1.81    1.45    1.20    1.00    0.84    0.70    0.60    0.49 
  40.25   10.78    7.77    5.11    3.29    2.29    1.77    1.42    1.17    0.98    0.82    0.68    0.59    0.48 
  40.50   10.66    7.62    5.00    3.21    2.24    1.73    1.39    1.14    0.96    0.80    0.67    0.57    0.47 
  40.75   10.53    7.48    4.88    3.14    2.19    1.69    1.35    1.12    0.94    0.78    0.65    0.56    0.46 
  41.00   10.37    7.35    4.77    3.06    2.14    1.65    1.32    1.09    0.92    0.76    0.63    0.54    0.45 
  41.25   10.20    7.22    4.66    2.99    2.09    1.62    1.29    1.07    0.89    0.74    0.62    0.53    0.44 
  41.50   10.02    7.09    4.55    2.92    2.04    1.58    1.26    1.05    0.87    0.72    0.60    0.51    0.43 
  41.75    9.85    6.96    4.45    2.85    1.99    1.54    1.23    1.02    0.85    0.70    0.59    0.50    0.41 
  42.00    9.72    6.84    4.34    2.78    1.94    1.51    1.20    1.00    0.83    0.69    0.57    0.49    0.40 
  42.25    9.62    6.71    4.24    2.72    1.90    1.47    1.17    0.97    0.81    0.67    0.56    0.47    0.39 
  42.50    9.55    6.59    4.15    2.65    1.85    1.44    1.14    0.95    0.79    0.65    0.54    0.46    0.38 
  42.75    9.47    6.46    4.05    2.58    1.80    1.40    1.11    0.93    0.77    0.63    0.52    0.45    0.37 
  43.00    9.40    6.35    3.95    2.51    1.76    1.37    1.08    0.90    0.75    0.62    0.51    0.43    0.36 
  43.25    9.31    6.23    3.86    2.45    1.71    1.33    1.06    0.88    0.74    0.60    0.50    0.42    0.35 
  43.50    9.20    6.13    3.77    2.39    1.67    1.30    1.03    0.86    0.72    0.59    0.48    0.41    0.34 
  43.75    9.06    6.02    3.67    2.33    1.63    1.27    1.00    0.83    0.70    0.57    0.47    0.40    0.33 
  44.00    8.90    5.91    3.58    2.27    1.59    1.24    0.98    0.81    0.68    0.56    0.46    0.39    0.32 
  44.25    8.71    5.81    3.49    2.21    1.55    1.21    0.95    0.79    0.67    0.54    0.45    0.38    0.31 
  44.50    8.47    5.70    3.41    2.16    1.51    1.18    0.93    0.77    0.65    0.53    0.43    0.37    0.30 
  44.75    8.14    5.59    3.33    2.11    1.48    1.15    0.91    0.75    0.64    0.52    0.42    0.36    0.29 
  45.00    7.86    5.47    3.24    2.05    1.44    1.12    0.89    0.73    0.62    0.50    0.41    0.35    0.28 
  45.25    7.67    5.36    3.16    2.00    1.40    1.09    0.86    0.71    0.60    0.49    0.40    0.34    0.27 
  45.50    7.50    5.25    3.08    1.95    1.37    1.06    0.84    0.69    0.59    0.48    0.39    0.33    0.26 
  45.75    7.34    5.13    3.00    1.90    1.33    1.03    0.82    0.68    0.57    0.47    0.38    0.32    0.26 
  46.00    7.18    5.03    2.91    1.85    1.30    1.01    0.80    0.66    0.56    0.45    0.37    0.31    0.25 
  46.25    7.02    4.92    2.84    1.80    1.27    0.98    0.78    0.64    0.54    0.44    0.36    0.30    0.24 
  46.50    6.87    4.82    2.76    1.75    1.23    0.96    0.76    0.63    0.53    0.43    0.35    0.29    0.23 
  46.75    6.74    4.72    2.69    1.71    1.20    0.93    0.74    0.61    0.52    0.42    0.34    0.28    0.23 
  47.00    6.63    4.62    2.63    1.67    1.17    0.91    0.72    0.60    0.50    0.41    0.33    0.28    0.22 
  47.25    6.54    4.52    2.57    1.62    1.15    0.89    0.70    0.58    0.49    0.40    0.32    0.27    0.21 
  47.50    6.45    4.42    2.51    1.58    1.12    0.87    0.69    0.57    0.48    0.39    0.31    0.26    0.21 
  47.75    6.36    4.32    2.45    1.54    1.09    0.85    0.67    0.55    0.46    0.38    0.31    0.25    0.20 
  48.00    6.26    4.21    2.39    1.50    1.06    0.83    0.65    0.54    0.45    0.37    0.30    0.25    0.20 
  48.25    6.15    4.11    2.33    1.46    1.04    0.81    0.64    0.53    0.44    0.36    0.29    0.24    0.19 
  48.50    6.03    4.01    2.27    1.42    1.01    0.79    0.62    0.51    0.43    0.35    0.28    0.23    0.18 
  48.75    5.91    3.92    2.22    1.39    0.98    0.77    0.60    0.50    0.42    0.34    0.27    0.22    0.18 
  49.00    5.80    3.83    2.16    1.35    0.96    0.75    0.59    0.49    0.40    0.33    0.27    0.22    0.17 
  49.25    5.72    3.74    2.11    1.32    0.94    0.73    0.57    0.47    0.39    0.32    0.26    0.21    0.16 
  49.50    5.66    3.65    2.05    1.29    0.91    0.71    0.56    0.46    0.38    0.32    0.25    0.21    0.16 
  49.75    5.62    3.57    2.00    1.25    0.89    0.69    0.55    0.45    0.37    0.31    0.24    0.20    0.15 
  50.00    5.58    3.49    1.94    1.22    0.87    0.68    0.53    0.44    0.36    0.30    0.24    0.19    0.15 
  50.25    5.55    3.42    1.89    1.19    0.84    0.66    0.52    0.43    0.35    0.29    0.23    0.19    0.14 
  50.50    5.51    3.34    1.83    1.16    0.82    0.64    0.50    0.41    0.34    0.28    0.22    0.18    0.14 
  50.75    5.47    3.27    1.78    1.13    0.80    0.62    0.49    0.40    0.33    0.27    0.22    0.18    0.13 
  51.00    5.42    3.19    1.72    1.10    0.77    0.61    0.48    0.39    0.32    0.26    0.21    0.17    0.13 
  51.25    5.37    3.12    1.68    1.07    0.75    0.59    0.46    0.38    0.31    0.26    0.20    0.17    0.12 
  51.50    5.30    3.04    1.63    1.04    0.73    0.57    0.45    0.37    0.30    0.25    0.20    0.16    0.12 
  51.75    5.22    2.96    1.58    1.01    0.71    0.56    0.44    0.36    0.30    0.24    0.19    0.15    0.12 
  52.00    5.11    2.88    1.54    0.98    0.69    0.54    0.43    0.35    0.29    0.23    0.19    0.15    0.11 
  52.25    5.00    2.80    1.50    0.96    0.67    0.53    0.42    0.34    0.28    0.23    0.18    0.14    0.11 
  52.50    4.88    2.73    1.46    0.93    0.66    0.51    0.40    0.33    0.27    0.22    0.18    0.14    0.10 
  52.75    4.76    2.66    1.42    0.90    0.64    0.50    0.39    0.32    0.26    0.21    0.17    0.13    0.10 
  53.00    4.64    2.59    1.38    0.88    0.62    0.49    0.38    0.31    0.25    0.21    0.16    0.13    0.10 
  53.25    4.55    2.52    1.34    0.85    0.60    0.47    0.37    0.30    0.24    0.20    0.16    0.13    0.09 
  53.50    4.48    2.45    1.31    0.83    0.59    0.46    0.36    0.29    0.24    0.19    0.15    0.12    0.09 
  53.75    4.42    2.39    1.27    0.80    0.57    0.44    0.35    0.28    0.23    0.19    0.15    0.12    0.09 
  54.00    4.35    2.32    1.23    0.78    0.55    0.43    0.34    0.27    0.22    0.18    0.14    0.11    0.08 
  54.25    4.29    2.25    1.19    0.75    0.53    0.42    0.33    0.26    0.21    0.17    0.14    0.11    0.08 
  54.50    4.22    2.18    1.15    0.73    0.52    0.40    0.32    0.25    0.20    0.17    0.13    0.11    0.08 
  54.75    4.15    2.11    1.12    0.71    0.50    0.39    0.31    0.25    0.20    0.16    0.13    0.10    0.07 
  55.00    4.06    2.05    1.08    0.69    0.48    0.38    0.30    0.24    0.19    0.16    0.12    0.10    0.07 
  55.25    3.96    1.99    1.05    0.66    0.47    0.37    0.29    0.23    0.18    0.15    0.12    0.09    0.07 
  55.50    3.84    1.93    1.02    0.64    0.45    0.36    0.28    0.22    0.18    0.15    0.11    0.09    0.06 
  55.75    3.72    1.88    0.98    0.63    0.44    0.35    0.27    0.22    0.17    0.14    0.11    0.09    0.06 
  56.00    3.60    1.83    0.95    0.61    0.43    0.34    0.26    0.21    0.16    0.14    0.11    0.08    0.06 
  56.25    3.48    1.79    0.93    0.59    0.42    0.33    0.26    0.20    0.16    0.13    0.10    0.08    0.06 
  56.50    3.38    1.75    0.90    0.57    0.40    0.32    0.25    0.20    0.15    0.13    0.10    0.08    0.05 
  56.75    3.27    1.71    0.87    0.56    0.39    0.31    0.24    0.19    0.15    0.12    0.10    0.08    0.05 
  57.00    3.15    1.67    0.84    0.54    0.38    0.30    0.23    0.18    0.14    0.12    0.09    0.07    0.05 
  57.25    3.04    1.63    0.82    0.52    0.37    0.29    0.23    0.18    0.14    0.11    0.09    0.07    0.05 
  57.50    2.93    1.59    0.79    0.51    0.36    0.28    0.22    0.17    0.13    0.11    0.09    0.07    0.05 
  57.75    2.83    1.55    0.77    0.49    0.34    0.27    0.21    0.17    0.13    0.10    0.08    0.06    0.04 
  58.00    2.74    1.51    0.74    0.47    0.33    0.26    0.21    0.16    0.12    0.10    0.08    0.06    0.04 
  58.25    2.67    1.47    0.72    0.46    0.32    0.26    0.20    0.16    0.12    0.10    0.08    0.06    0.04 
  58.50    2.59    1.43    0.70    0.45    0.31    0.25    0.20    0.15    0.12    0.09    0.08    0.06    0.04 
  58.75    2.52    1.39    0.68    0.43    0.30    0.24    0.19    0.15    0.11    0.09    0.07    0.06    0.04 
  59.00    2.44    1.35    0.66    0.42    0.29    0.23    0.18    0.14    0.11    0.09    0.07    0.05    0.04 
  59.25    2.38    1.31    0.64    0.41    0.29    0.23    0.18    0.14    0.11    0.08    0.07    0.05    0.04 
  59.50    2.33    1.27    0.62    0.39    0.28    0.22    0.17    0.14    0.10    0.08    0.06    0.05    0.03 
  59.75    2.29    1.23    0.61    0.38    0.27    0.21    0.17    0.13    0.10    0.08    0.06    0.05    0.03 
  60.00    2.27    1.19    0.59    0.37    0.26    0.21    0.16    0.13    0.09    0.07    0.06    0.05    0.03 
  60.25    2.25    1.15    0.57    0.36    0.25    0.20    0.16    0.12    0.09    0.07    0.06    0.04    0.03 
  60.50    2.23    1.11    0.55    0.35    0.24    0.20    0.16    0.12    0.09    0.07    0.05    0.04    0.03 
  60.75    2.20    1.07    0.54    0.34    0.24    0.19    0.15    0.12    0.08    0.07    0.05    0.04    0.03 
  61.00    2.17    1.03    0.52    0.33    0.23    0.18    0.15    0.11    0.08    0.06    0.05    0.04    0.03 
  61.25    2.14    0.99    0.51    0.32    0.22    0.18    0.14    0.11    0.08    0.06    0.05    0.04    0.03 
  61.50    2.10    0.95    0.49    0.31    0.21    0.17    0.14    0.11    0.08    0.06    0.05    0.04    0.03 
  61.75    2.05    0.91    0.48    0.30    0.21    0.17    0.13    0.10    0.07    0.06    0.04    0.03    0.02 
  62.00    1.99    0.88    0.46    0.29    0.20    0.16    0.13    0.10    0.07    0.05    0.04    0.03    0.02 
  62.25    1.92    0.85    0.45    0.28    0.19    0.16    0.12    0.10    0.07    0.05    0.04    0.03    0.02 
  62.50    1.85    0.82    0.43    0.27    0.19    0.15    0.12    0.09    0.07    0.05    0.04    0.03    0.02 
  62.75    1.78    0.79    0.42    0.27    0.18    0.15    0.12    0.09    0.06    0.05    0.04    0.03    0.02 
  63.00    1.71    0.77    0.41    0.26    0.18    0.14    0.11    0.09    0.06    0.05    0.04    0.03    0.02 
  63.25    1.65    0.75    0.39    0.25    0.17    0.14    0.11    0.09    0.06    0.04    0.03    0.03    0.02 
  63.50    1.61    0.73    0.38    0.25    0.17    0.13    0.11    0.08    0.06    0.04    0.03    0.03    0.02 
  63.75    1.58    0.71    0.37    0.24    0.16    0.13    0.10    0.08    0.05    0.04    0.03    0.02    0.02 
  64.00    1.55    0.69    0.36    0.23    0.16    0.13    0.10    0.08    0.05    0.04    0.03    0.02    0.02 
  64.25    1.53    0.67    0.35    0.22    0.15    0.12    0.09    0.08    0.05    0.04    0.03    0.02    0.02 
  64.50    1.51    0.65    0.33    0.22    0.15    0.12    0.09    0.07    0.05    0.04    0.03    0.02    0.02 
  64.75    1.49    0.63    0.32    0.21    0.14    0.12    0.09    0.07    0.05    0.03    0.03    0.02    0.01 
  65.00    1.47    0.61    0.31    0.20    0.14    0.11    0.09    0.07    0.05    0.03    0.03    0.02    0.01 
  65.25    1.45    0.59    0.30    0.19    0.13    0.11    0.08    0.07    0.04    0.03    0.03    0.02    0.01 
  65.50    1.42    0.57    0.29    0.19    0.13    0.10    0.08    0.06    0.04    0.03    0.02    0.02    0.01 
  65.75    1.39    0.55    0.28    0.18    0.12    0.10    0.08    0.06    0.04    0.03    0.02    0.02    0.01 
  66.00    1.35    0.53    0.27    0.18    0.12    0.10    0.07    0.06    0.04    0.03    0.02    0.02    0.01 
  66.25    1.31    0.51    0.26    0.17    0.12    0.10    0.07    0.06    0.04    0.03    0.02    0.01    0.01 
  66.50    1.26    0.50    0.25    0.16    0.11    0.09    0.07    0.06    0.04    0.02    0.02    0.01    0.01 
  66.75    1.20    0.48    0.25    0.16    0.11    0.09    0.07    0.05    0.04    0.02    0.02    0.01    0.01 
  67.00    1.14    0.47    0.24    0.15    0.11    0.09    0.06    0.05    0.04    0.02    0.02    0.01    0.01 
  67.25    1.09    0.45    0.23    0.15    0.10    0.08    0.06    0.05    0.04    0.02    0.02    0.01    0.01 
  67.50    1.05    0.43    0.23    0.15    0.10    0.08    0.06    0.05    0.03    0.02    0.02    0.01    0.01 
  67.75    1.02    0.42    0.22    0.14    0.10    0.08    0.06    0.05    0.03    0.02    0.02    0.01    0.01 
  68.00    1.01    0.41    0.21    0.14    0.09    0.08    0.06    0.05    0.03    0.02    0.01    0.01    0.01 
  68.25    0.99    0.39    0.21    0.13    0.09    0.07    0.05    0.04    0.03    0.02    0.01    0.01    0.01 
  68.50    0.99    0.37    0.20    0.13    0.09    0.07    0.05    0.04    0.03    0.02    0.01    0.01    0.01 
  68.75    0.98    0.36    0.19    0.12    0.08    0.07    0.05    0.04    0.03    0.02    0.01    0.01    0.01 
  69.00    0.97    0.34    0.19    0.12    0.08    0.07    0.05    0.04    0.03    0.02    0.01    0.01    0.01 
  69.25    0.97    0.33    0.18    0.11    0.08    0.06    0.05    0.04    0.03    0.01    0.01    0.01    0.01 
  69.50    0.97    0.31    0.17    0.11    0.07    0.06    0.04    0.04    0.02    0.01    0.01    0.01    0.01 
  69.75    0.97    0.30    0.16    0.10    0.07    0.06    0.04    0.03    0.02    0.01    0.01    0.01    0.01 
  70.00    0.97    0.29    0.16    0.10    0.07    0.06    0.04    0.03    0.02    0.01    0.01    0.01    0.01 
  70.25    0.97    0.27    0.15    0.10    0.07    0.05    0.04    0.03    0.02    0.01    0.01    0.01    0.00 
  70.50    0.97    0.26    0.15    0.09    0.06    0.05    0.04    0.03    0.02    0.01    0.01    0.01    0.00 
  70.75    0.96    0.25    0.14    0.09    0.06    0.05    0.04    0.03    0.02    0.01    0.01    0.01    0.00 
  71.00    0.95    0.24    0.14    0.09    0.06    0.05    0.03    0.03    0.02    0.01    0.01    0.01    0.00 
  71.25    0.94    0.23    0.13    0.08    0.06    0.04    0.03    0.03    0.02    0.01    0.01    0.01    0.00 
  71.50    0.93    0.22    0.12    0.08    0.05    0.04    0.03    0.02    0.02    0.01    0.01    0.00    0.00 
  71.75    0.91    0.21    0.12    0.08    0.05    0.04    0.03    0.02    0.02    0.01    0.01    0.00    0.00 
  72.00    0.89    0.21    0.11    0.07    0.05    0.04    0.03    0.02    0.02    0.01    0.01    0.00    0.00 
  72.25    0.87    0.20    0.11    0.07    0.05    0.04    0.03    0.02    0.01    0.01    0.01    0.00    0.00 
  72.50    0.84    0.19    0.10    0.07    0.04    0.03    0.03    0.02    0.01    0.01    0.01    0.00    0.00 
  72.75    0.81    0.18    0.10    0.06    0.04    0.03    0.02    0.02    0.01    0.01    0.00    0.00    0.00 
  73.00    0.77    0.17    0.09    0.06    0.04    0.03    0.02    0.02    0.01    0.01    0.00    0.00    0.00 
  73.25    0.73    0.16    0.09    0.06    0.04    0.03    0.02    0.02    0.01    0.01    0.00    0.00    0.00 
  73.50    0.68    0.15    0.08    0.05    0.04    0.03    0.02    0.02    0.01    0.01    0.00    0.00    0.00 
  73.75    0.62    0.15    0.08    0.05    0.03    0.03    0.02    0.01    0.01    0.01    0.00    0.00    0.00 
  74.00    0.56    0.14    0.07    0.05    0.03    0.02    0.02    0.01    0.01    0.01    0.00    0.00    0.00 
  74.25    0.50    0.13    0.07    0.05    0.03    0.02    0.02    0.01    0.01    0.00    0.00    0.00    0.00 
  74.50    0.44    0.13    0.07    0.04    0.03    0.02    0.02    0.01    0.01    0.00    0.00    0.00    0.00 
  74.75    0.39    0.12    0.06    0.04    0.03    0.02    0.02    0.01    0.01    0.00    0.00    0.00    0.00 
  75.00    0.36    0.11    0.06    0.04    0.03    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00 
  75.25    0.32    0.11    0.06    0.04    0.02    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00 
  75.50    0.29    0.10    0.05    0.03    0.02    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00 
  75.75    0.24    0.09    0.05    0.03    0.02    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00 
  76.00    0.18    0.08    0.04    0.03    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00 
  76.25    0.09    0.07    0.04    0.02    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00 
  76.50    0.06    0.05    0.03    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00 
